# Iteration History A4 [Pc = 2.5]					
# \lambda_1	\lambda_2	\lambda_3	\lambda_4	\lambda_5	Comp
1	1.16	1.31	1.43	1.50	1.62	1.38
2	1.70	1.75	2.06	2.12	2.32	1.40
3	2.00	2.33	2.39	2.66	2.71	1.37
4	2.14	2.30	2.58	2.66	2.79	1.48
5	2.34	2.37	2.43	2.65	2.77	1.52
6	2.34	2.38	2.49	2.69	2.75	1.52
7	2.39	2.49	2.52	2.63	2.70	1.51
8	2.40	2.49	2.51	2.60	2.67	1.52
9	2.43	2.47	2.49	2.53	2.65	1.53
10	2.44	2.49	2.51	2.56	2.64	1.56
11	2.47	2.49	2.58	2.60	2.68	1.57
12	2.48	2.50	2.57	2.58	2.67	1.57
